date;Euro;Amerikanske dollar;Britiske pund ;Svenske kroner
2002M11D22;7.426.800;7.409.000;11.723.400;823.500
2002M11D25;7.426.500;7.497.700;11.739.600;824.100
2002M11D26;7.426.300;7.493.700;11.704.200;821.900
2002M11D27;7.426.300;7.480.900;11.580.100;819.600
2002M11D28;7.426.200;7.475.500;11.612.500;819.200
2002M11D29;7.426.100;7.480.700;11.612.400;821.000
2002M12D02;7.426.100;7.523.100;11.636.000;824.500
2002M12D03;7.426.300;7.450.900;11.650.900;821.800
2002M12D04;7.426.300;7.413.000;11.663.700;820.200
2002M12D05;7.426.400;7.433.100;11.669.400;819.900
2002M12D06;7.426.100;7.421.600;11.645.100;820.300
2002M12D09;7.426.700;7.358.300;11.616.900;819.200
2002M12D10;7.427.300;7.345.800;11.576.200;815.300
2002M12D11;7.426.400;7.377.000;11.592.900;818.800
2002M12D12;7.426.700;7.312.600;11.537.500;815.500
2002M12D13;7.425.600;7.265.000;11.521.500;814.200
2002M12D16;7.426.000;7.271.800;11.556.200;813.500
2002M12D17;7.427.300;7.206.100;11.524.100;816.700
2002M12D18;7.425.300;7.251.300;11.596.600;816.900
2002M12D19;7.425.000;7.227.700;11.596.100;816.200
2002M12D20;7.425.100;7.240.500;11.603.500;816.200
2002M12D23;7.426.600;7.222.900;11.521.300;812.700
2002M12D27;7.426.700;7.157.600;11.461.000;811.200
2002M12D30;7.428.100;7.127.300;11.427.800;811.300
2002M12D31;7.424.300;7.082.200;11.399.200;807.500
2003M01D02;7.427.200;7.110.100;11.391.400;813.800
2003M01D03;7.428.300;7.148.100;11.428.200;815.800
2003M01D06;7.427.900;7.082.300;11.436.300;817.000
2003M01D07;7.428.500;7.125.700;11.435.500;819.300
2003M01D08;7.429.100;7.159.200;11.438.200;819.100
2003M01D09;7.429.700;7.071.200;11.377.800;815.500
2003M01D10;7.429.000;7.073.200;11.369.800;812.900
2003M01D13;7.429.500;7.042.800;11.311.700;810.000
2003M01D14;7.429.500;7.024.200;11.285.900;810.200
2003M01D15;7.431.000;7.059.700;11.272.800;810.200
2003M01D16;7.432.300;7.035.500;11.286.700;809.600
2003M01D17;7.434.300;6.979.300;11.294.900;810.300
2003M01D20;7.433.000;6.977.400;11.202.700;808.200
2003M01D21;7.433.300;6.977.700;11.218.400;809.000
2003M01D22;7.436.100;6.938.000;11.190.500;803.600
2003M01D23;7.436.500;6.913.200;11.202.900;804.300
2003M01D24;7.438.300;6.897.500;11.259.900;804.100
2003M01D27;7.437.000;6.841.800;11.188.500;804.300
2003M01D28;7.437.200;6.881.200;11.273.600;806.400
2003M01D29;7.434.600;6.840.800;11.266.300;806.900
2003M01D30;7.434.400;6.917.000;11.378.000;809.200
2003M01D31;7.436.800;6.875.700;11.341.800;805.900
2003M02D03;7.437.700;6.932.300;11.350.100;805.500
2003M02D04;7.435.700;6.870.900;11.315.900;804.500
2003M02D05;7.435.700;6.815.500;11.254.300;804.000
2003M02D06;7.433.300;6.874.400;11.276.200;808.100
2003M02D07;7.431.000;6.887.600;11.211.500;811.100
2003M02D10;7.432.300;6.876.700;11.237.200;811.400
2003M02D11;7.432.200;6.942.100;11.250.700;812.700
2003M02D12;7.433.500;6.927.100;11.198.400;813.800
2003M02D13;7.431.700;6.908.100;11.185.600;816.100
2003M02D14;7.431.800;6.885.800;11.130.400;816.100
2003M02D17;7.431.600;6.935.100;11.085.300;816.300
2003M02D18;7.432.100;6.936.800;11.071.200;814.800
2003M02D19;7.431.700;6.934.500;11.047.600;816.600
2003M02D20;7.431.100;6.904.300;11.018.000;815.900
2003M02D21;7.431.100;6.856.500;10.944.200;813.900
2003M02D24;7.429.200;6.929.600;10.925.300;814.200
2003M02D25;7.427.600;6.894.000;10.859.100;814.600
2003M02D26;7.428.000;6.907.800;10.888.300;816.300
2003M02D27;7.427.700;6.863.500;10.856.000;814.400
2003M02D28;7.428.200;6.889.400;10.856.800;812.200
2003M03D03;7.428.800;6.878.500;10.840.200;808.100
2003M03D04;7.428.800;6.803.600;10.767.900;808.100
2003M03D05;7.427.300;6.773.000;10.801.800;808.300
2003M03D06;7.426.600;6.774.200;10.871.900;805.900
2003M03D07;7.425.600;6.726.700;10.813.500;803.700
2003M03D10;7.426.100;6.725.300;10.754.700;802.700
2003M03D11;7.427.000;6.703.100;10.751.300;799.000
2003M03D12;7.427.600;6.735.200;10.867.000;797.500
2003M03D13;7.426.700;6.836.100;10.968.400;800.900
2003M03D14;7.429.100;6.894.800;10.962.200;807.000
2003M03D17;7.428.200;6.877.300;10.880.600;805.500
2003M03D18;7.427.900;7.016.700;10.965.300;804.200
2003M03D19;7.428.800;7.028.200;10.945.600;807.800
2003M03D20;7.428.300;7.013.100;10.972.400;808.700
2003M03D21;7.428.100;7.026.200;10.993.200;810.600
2003M03D24;7.428.200;6.985.300;10.983.600;808.500
2003M03D25;7.426.500;6.946.500;10.947.100;803.900
2003M03D26;7.426.300;6.961.900;10.954.900;805.700
2003M03D27;7.426.300;6.925.600;10.903.400;802.600
2003M03D28;7.426.600;6.921.300;10.818.100;804.900
2003M03D31;7.426.400;6.816.300;10.769.100;801.900
2003M04D01;7.426.500;6.818.900;10.750.600;804.700
2003M04D02;7.426.100;6.857.000;10.798.500;803.100
2003M04D03;7.426.100;6.939.000;10.836.300;807.000
2003M04D04;7.426.500;6.927.700;10.851.100;807.400
2003M04D07;7.426.500;7.018.000;10.876.500;809.400
2003M04D08;7.426.300;6.966.500;10.806.600;809.900
2003M04D09;7.426.400;6.913.400;10.759.800;812.700
2003M04D10;7.426.500;6.873.200;10.763.000;812.000
2003M04D11;7.426.200;6.917.700;10.853.800;812.700
2003M04D14;7.426.100;6.916.400;10.877.500;813.600
2003M04D15;7.425.000;6.885.200;10.828.400;812.600
2003M04D16;7.425.000;6.852.200;10.796.900;810.800
2003M04D17;0.0000;0.0000;0.0000;0.0000
2003M04D22;7.425.500;6.768.300;10.667.300;812.300
2003M04D23;7.425.300;6.784.800;10.707.000;814.900
2003M04D24;7.424.700;6.744.800;10.737.100;815.000
2003M04D25;7.423.400;6.765.200;10.736.800;814.900
2003M04D28;7.424.500;6.734.200;10.738.400;812.900
2003M04D29;7.424.600;6.776.700;10.774.300;813.200
2003M04D30;7.424.300;6.669.900;10.651.800;814.300
2003M05D01;7.424.200;6.648.900;10.663.900;813.800
2003M05D02;7.424.600;6.606.100;10.609.600;814.400
2003M05D05;7.425.700;6.619.500;10.614.200;817.500
2003M05D06;7.425.800;6.546.000;10.542.000;816.300
2003M05D07;7.425.600;6.498.300;10.427.700;815.300
2003M05D08;7.425.500;6.493.700;10.430.500;814.600
2003M05D09;7.424.400;6.475.100;10.375.100;809.200
2003M05D12;7.424.700;6.402.300;10.316.400;807.600
2003M05D13;7.424.300;6.445.800;10.361.900;808.300
2003M05D14;7.424.400;6.456.600;10.430.500;808.900
2003M05D15;7.424.300;6.479.600;10.498.200;810.700
2003M05D16;0.0000;0.0000;0.0000;0.0000
2003M05D19;7.424.300;6.371.700;10.409.800;808.100
2003M05D20;7.424.400;6.376.200;10.412.900;809.600
2003M05D21;7.424.300;6.351.500;10.433.200;808.500
2003M05D22;7.424.300;6.334.700;10.364.800;811.600
2003M05D23;7.424.200;6.297.000;10.310.000;809.800
2003M05D26;7.424.600;6.285.100;10.297.600;807.200
2003M05D27;7.424.300;6.238.400;10.261.600;807.600
2003M05D28;7.424.200;6.324.900;10.334.400;811.100
2003M05D30;7.424.400;6.280.200;10.317.400;811.400
2003M06D02;7.424.400;6.360.900;10.347.600;814.700
2003M06D03;7.424.600;6.333.400;10.350.800;813.700
2003M06D04;7.424.800;6.350.900;10.352.500;815.400
2003M06D05;0.0000;0.0000;0.0000;0.0000
2003M06D06;7.424.600;6.285.100;10.467.500;813.600
2003M06D10;7.424.600;6.346.400;10.509.000;814.500
2003M06D11;7.424.100;6.319.500;10.535.100;815.300
2003M06D12;7.423.800;6.326.700;10.573.000;816.600
2003M06D13;7.424.300;6.318.000;10.526.400;818.700
2003M06D16;7.424.400;6.263.200;10.537.000;816.400
2003M06D17;7.423.900;6.293.000;10.575.400;818.300
2003M06D18;7.424.100;6.345.900;10.659.200;818.700
2003M06D19;7.424.900;6.370.600;10.660.300;818.000
2003M06D20;7.425.000;6.370.700;10.658.900;818.900
2003M06D23;7.425.200;6.434.900;10.688.400;816.300
2003M06D24;7.425.400;6.420.600;10.699.400;812.000
2003M06D25;7.425.200;6.428.200;10.737.800;811.200
2003M06D26;7.425.700;6.495.500;10.808.900;808.400
2003M06D27;7.427.000;6.507.500;10.762.200;808.800
2003M06D30;7.429.900;6.502.100;10.718.300;803.300
2003M07D01;7.430.300;6.437.100;10.675.000;807.900
2003M07D02;7.430.700;6.441.900;10.711.700;809.200
2003M07D03;7.433.600;6.488.300;10.779.600;810.200
2003M07D04;7.433.800;6.483.300;10.824.600;809.900
2003M07D07;7.435.100;6.545.000;10.798.200;808.000
2003M07D08;7.435.900;6.565.300;10.765.700;812.000
2003M07D09;7.435.100;6.547.900;10.685.700;813.200
2003M07D10;7.435.400;6.555.600;10.650.900;814.800
2003M07D11;7.435.000;6.570.900;10.746.500;813.900
2003M07D14;7.432.500;6.578.000;10.694.200;813.900
2003M07D15;7.431.300;6.565.300;10.567.100;812.500
2003M07D16;7.434.300;6.674.700;10.600.700;812.100
2003M07D17;7.435.700;6.620.700;10.545.600;807.900
2003M07D18;7.433.800;6.634.400;10.552.600;804.800
2003M07D21;7.434.700;6.588.700;10.487.700;801.500
2003M07D22;7.434.200;6.554.000;10.495.800;801.800
2003M07D23;7.433.300;6.519.900;10.454.700;804.100
2003M07D24;7.432.300;6.481.500;10.444.500;808.100
2003M07D25;7.431.700;6.475.300;10.452.500;808.500
2003M07D28;7.430.800;6.467.800;10.513.300;810.600
2003M07D29;7.431.300;6.483.400;10.522.900;809.200
2003M07D30;7.431.200;6.507.200;10.549.700;809.700
2003M07D31;7.431.100;6.565.700;10.587.100;808.800
2003M08D01;7.430.200;6.652.500;10.672.500;805.000
2003M08D04;7.431.700;6.572.700;10.594.000;802.600
2003M08D05;7.433.000;6.558.700;10.550.700;806.200
2003M08D06;7.434.800;6.526.300;10.545.800;808.200
2003M08D07;7.434.300;6.548.300;10.525.000;807.300
2003M08D08;7.434.500;6.564.100;10.570.100;807.900
2003M08D11;7.433.100;6.580.900;10.536.700;804.800
2003M08D12;7.433.000;6.570.900;10.520.900;802.100
2003M08D13;7.432.500;6.590.800;10.569.500;803.800
2003M08D14;7.431.900;6.594.400;10.598.800;805.400
2003M08D15;7.432.700;6.608.600;10.561.600;805.100
2003M08D18;7.432.300;6.643.100;10.567.800;804.300
2003M08D19;7.433.700;6.718.200;10.633.200;798.100
2003M08D20;7.433.500;6.691.400;10.658.900;803.300
2003M08D21;7.432.900;6.751.700;10.704.100;807.100
2003M08D22;7.432.600;6.822.700;10.742.300;807.100
2003M08D25;7.431.800;6.825.700;10.756.700;804.000
2003M08D26;7.431.100;6.870.500;10.741.700;800.900
2003M08D27;7.430.700;6.812.800;10.702.400;801.800
2003M08D28;7.429.700;6.861.600;10.762.200;805.800
2003M08D29;7.426.100;6.796.100;10.722.100;804.600
2003M09D01;7.425.300;6.771.800;10.636.400;809.600
2003M09D02;7.426.000;6.844.900;10.729.700;808.800
2003M09D03;7.425.700;6.886.500;10.761.900;811.600
2003M09D04;7.425.500;6.864.000;10.781.900;813.300
2003M09D05;7.426.400;6.798.900;10.733.300;814.300
2003M09D08;7.427.900;6.709.300;10.634.100;813.700
2003M09D09;7.429.300;6.672.000;10.575.500;813.500
2003M09D10;7.425.900;6.646.900;10.563.200;811.100
2003M09D11;7.429.500;6.623.400;10.559.300;817.900
2003M09D12;7.429.500;6.650.100;10.598.400;816.900
2003M09D15;7.426.900;6.583.500;10.552.600;812.400
2003M09D16;7.426.700;6.610.300;10.537.300;812.000
2003M09D17;7.428.600;6.625.600;10.609.300;818.300
2003M09D18;7.427.700;6.579.000;10.626.200;822.400
2003M09D19;7.428.200;6.566.700;10.686.500;821.900
2003M09D22;7.427.500;6.476.700;10.659.400;819.500
2003M09D23;7.427.700;6.479.200;10.708.900;822.600
2003M09D24;7.429.300;6.479.400;10.720.500;831.200
2003M09D25;7.427.900;6.463.000;10.713.100;836.000
2003M09D26;7.427.100;6.465.700;10.738.200;831.300
2003M09D29;7.426.100;6.506.700;10.714.300;834.000
2003M09D30;7.425.600;6.372.800;10.629.300;828.500
2003M10D01;7.427.000;6.363.600;10.539.200;817.500
2003M10D02;7.427.900;6.353.000;10.588.600;826.400
2003M10D03;7.428.700;6.356.900;10.609.400;826.500
2003M10D06;7.428.700;6.415.700;10.685.700;828.100
2003M10D07;7.429.200;6.313.100;10.544.600;828.400
2003M10D08;7.428.800;6.305.700;10.488.200;826.800
2003M10D09;7.428.700;6.301.900;10.482.200;827.400
2003M10D10;7.429.200;6.302.300;10.486.600;825.300
2003M10D13;7.430.300;6.357.200;10.549.200;825.000
2003M10D14;7.429.100;6.385.700;10.582.800;829.200
2003M10D15;7.428.100;6.365.700;10.626.000;828.700
2003M10D16;7.428.400;6.395.500;10.693.000;830.700
2003M10D17;7.428.800;6.415.800;10.710.500;826.700
2003M10D20;7.431.900;6.390.800;10.711.100;819.900
2003M10D21;7.431.900;6.394.100;10.681.100;821.800
2003M10D22;7.432.300;6.355.700;10.694.000;823.500
2003M10D23;7.431.100;6.305.000;10.669.200;822.400
2003M10D24;7.430.700;6.307.400;10.694.700;821.000
2003M10D27;7.431.300;6.325.600;10.715.600;819.300
2003M10D28;7.431.500;6.366.400;10.764.000;822.300
2003M10D29;7.431.900;6.360.700;10.836.800;823.200
2003M10D30;7.433.200;6.333.700;10.800.100;824.500
2003M10D31;7.433.800;6.396.300;10.831.700;821.700
2003M11D03;7.433.500;6.414.300;10.873.300;819.300
2003M11D04;7.433.500;6.481.900;10.867.700;820.900
2003M11D05;7.436.600;6.481.800;10.874.600;823.200
2003M11D06;7.435.600;6.494.500;10.886.700;825.900
2003M11D07;7.434.700;6.508.000;10.820.400;828.900
2003M11D10;7.435.600;6.475.300;10.829.600;828.400
2003M11D11;7.435.900;6.467.700;10.782.900;827.300
2003M11D12;7.435.900;6.410.300;10.730.000;828.300
2003M11D13;7.436.600;6.367.000;10.718.700;830.700
2003M11D14;7.439.500;6.323.400;10.673.600;830.600
2003M11D17;7.439.000;6.303.200;10.653.000;829.600
2003M11D18;7.438.400;6.315.500;10.671.300;829.600
2003M11D19;7.438.000;6.245.200;10.593.900;826.700
2003M11D20;7.437.500;6.245.300;10.634.100;828.800
2003M11D21;7.437.400;6.250.400;10.650.700;829.800
2003M11D24;7.436.000;6.289.400;10.683.100;829.700
2003M11D25;7.438.600;6.322.100;10.716.100;827.900
2003M11D26;7.439.200;6.289.500;10.676.200;827.000
2003M11D27;7.439.700;6.250.800;10.709.200;823.200
2003M11D28;7.439.600;6.202.800;10.672.200;822.300
2003M12D01;7.440.300;6.190.400;10.682.400;825.000
2003M12D02;7.441.500;6.214.200;10.694.100;825.800
2003M12D03;7.441.700;6.149.100;10.632.500;828.100
2003M12D04;7.441.500;6.163.200;10.623.900;830.200
2003M12D05;7.441.500;6.156.600;10.598.900;831.200
2003M12D08;7.441.600;6.090.700;10.566.000;833.100
2003M12D09;7.443.300;6.072.200;10.582.600;832.600
2003M12D10;7.442.100;6.080.600;10.595.200;832.700
2003M12D11;7.438.300;6.103.500;10.656.600;828.200
2003M12D12;7.439.400;6.071.000;10.608.800;829.800
2003M12D15;7.439.800;6.083.200;10.608.600;827.400
2003M12D16;7.442.500;6.031.700;10.538.800;823.300
2003M12D17;7.442.200;6.032.400;10.586.300;823.900
2003M12D18;7.442.800;6.000.800;10.609.100;819.500
2003M12D19;7.442.500;5.993.300;10.588.300;817.100
2003M12D22;7.440.700;5.984.200;10.548.200;818.300
2003M12D23;7.442.200;6.005.600;10.593.900;817.500
2003M12D29;7.443.700;5.955.400;10.573.400;819.000
2003M12D30;7.444.600;5.957.600;10.580.700;820.200
2003M12D31;0.0000;0.0000;0.0000;0.0000
2004M01D02;7.445.200;5.912.600;10.553.800;822.700
2004M01D05;7.447.400;5.884.000;10.599.800;821.300
2004M01D06;7.447.400;5.838.400;10.642.200;815.900
2004M01D07;7.447.700;5.874.000;10.673.100;818.000
2004M01D08;7.448.100;5.895.300;10.723.600;819.600
2004M01D09;7.447.800;5.847.400;10.725.500;817.400
2004M01D12;7.448.000;5.806.000;10.755.200;817.400
2004M01D13;7.448.500;5.842.400;10.799.600;815.500
2004M01D14;7.448.100;5.868.300;10.792.000;811.700
2004M01D15;7.448.100;5.894.800;10.769.400;812.800
2004M01D16;7.448.600;5.962.200;10.820.200;810.500
2004M01D19;7.448.300;6.019.800;10.751.000;811.700
2004M01D20;7.446.800;5.940.300;10.772.200;812.700
2004M01D21;7.447.200;5.907.200;10.793.000;812.700
2004M01D22;7.448.900;5.860.700;10.814.300;818.000
2004M01D23;7.449.600;5.869.500;10.810.600;814.700
2004M01D26;7.449.000;5.923.700;10.814.500;814.000
2004M01D27;7.448.500;5.950.700;10.781.600;813.200
2004M01D28;7.448.500;5.928.900;10.844.400;816.200
2004M01D29;7.449.100;5.974.600;10.874.600;812.900
2004M01D30;7.449.500;6.015.400;10.881.500;810.300
2004M02D02;7.450.600;5.979.100;10.902.300;808.200
2004M02D03;7.450.900;5.920.500;10.899.500;811.900
2004M02D04;7.451.300;5.949.600;10.927.300;811.400
2004M02D05;7.450.900;5.921.400;10.870.900;812.000
2004M02D06;7.450.500;5.946.600;10.906.100;817.200
2004M02D09;7.450.300;5.860.400;10.895.400;818.200
2004M02D10;7.451.100;5.837.600;10.923.800;816.500
2004M02D11;7.451.100;5.876.300;10.991.400;817.700
2004M02D12;7.451.400;5.820.500;11.000.000;813.800
2004M02D13;7.451.000;5.813.800;10.992.900;814.700
2004M02D16;7.450.800;5.847.900;11.025.200;812.400
2004M02D17;7.451.400;5.795.100;11.044.000;810.500
2004M02D18;7.451.200;5.810.400;11.061.800;810.300
2004M02D19;7.451.500;5.856.300;11.108.400;811.700
2004M02D20;7.450.900;5.884.000;11.064.600;811.100
2004M02D23;7.451.300;5.925.000;11.030.800;810.100
2004M02D24;7.451.100;5.915.900;11.101.200;810.100
2004M02D25;7.451.500;5.900.300;11.151.600;807.000
2004M02D26;7.451.700;5.988.200;11.150.200;808.300
2004M02D27;7.451.900;6.000.900;11.122.200;807.200
2004M03D01;7.452.000;5.969.200;11.150.700;805.500
2004M03D02;7.452.400;6.009.000;11.173.000;805.800
2004M03D03;7.451.900;6.136.800;11.234.600;805.200
2004M03D04;7.452.200;6.135.000;11.184.500;808.700
2004M03D05;7.451.900;6.112.100;11.115.600;810.000
2004M03D08;7.451.900;6.031.000;11.158.900;813.100
2004M03D09;7.452.300;6.028.900;11.088.100;813.100
2004M03D10;7.452.200;6.059.200;11.030.500;812.200
2004M03D11;7.451.800;6.080.100;10.971.400;809.400
2004M03D12;7.451.700;6.090.500;10.935.900;806.700
2004M03D15;7.451.500;6.069.000;10.929.200;805.000
2004M03D16;7.449.700;6.032.100;10.968.300;806.400
2004M03D17;7.448.200;6.079.700;11.024.600;805.800
2004M03D18;7.447.400;6.074.100;11.080.000;805.200
2004M03D19;7.447.000;6.032.900;11.057.200;803.200
2004M03D22;7.446.900;6.028.400;11.123.900;807.800
2004M03D23;7.447.300;6.066.600;11.175.400;807.100
2004M03D24;7.447.400;6.106.400;11.194.000;805.900
2004M03D25;7.446.600;6.138.000;11.073.000;802.300
2004M03D26;7.447.200;6.117.800;11.117.700;803.700
2004M03D29;7.445.000;6.143.800;11.155.200;803.400
2004M03D30;7.444.700;6.108.700;11.143.100;804.000
2004M03D31;7.444.800;6.090.300;11.180.100;804.100
2004M04D01;7.445.800;6.043.700;11.169.800;806.300
2004M04D02;7.445.700;6.044.600;11.174.700;807.300
2004M04D05;7.446.800;6.175.800;11.221.800;810.100
2004M04D06;7.446.300;6.159.100;11.313.100;809.200
2004M04D07;7.445.600;6.152.900;11.305.200;812.700
2004M04D08;0.0000;0.0000;0.0000;0.0000
2004M04D13;7.445.300;6.217.400;11.356.500;814.900
2004M04D14;7.444.200;6.243.000;11.243.300;811.300
2004M04D15;7.444.300;6.249.400;11.144.200;810.300
2004M04D16;7.444.200;6.238.900;11.137.300;808.500
2004M04D19;7.443.900;6.180.600;11.171.200;808.300
2004M04D20;7.443.700;6.241.600;11.206.200;811.900
2004M04D21;7.442.300;6.287.900;11.137.800;812.600
2004M04D22;7.442.200;6.268.200;11.084.600;814.000
2004M04D23;7.442.000;6.261.700;11.109.900;814.400
2004M04D26;7.440.700;6.278.500;11.211.800;816.900
2004M04D27;7.440.600;6.259.400;11.209.100;816.400
2004M04D28;7.440.500;6.248.800;11.163.500;816.200
2004M04D29;7.440.400;6.291.600;11.083.600;815.900
2004M04D30;7.441.200;6.228.500;11.045.300;813.400
2004M05D01;7.440.572;6.202.361;11.075.317;814.589
2004M05D03;7.441.400;6.225.600;11.024.300;813.900
2004M05D04;7.441.200;6.169.600;11.030.500;814.300
2004M05D05;7.441.300;6.136.600;10.993.200;814.200
2004M05D06;7.441.900;6.142.200;11.031.600;817.300
2004M05D07;0.0000;0.0000;0.0000;0.0000
2004M05D10;7.441.100;6.283.100;11.142.700;815.400
2004M05D11;7.441.000;6.303.800;11.072.900;811.400
2004M05D12;7.441.500;6.276.000;11.111.700;811.500
2004M05D13;7.440.900;6.293.600;11.100.900;814.000
2004M05D14;7.440.800;6.304.700;11.041.400;812.000
2004M05D17;7.440.600;6.188.600;10.948.500;809.500
2004M05D18;7.440.800;6.209.500;10.984.400;812.100
2004M05D19;7.440.400;6.206.000;11.052.300;815.400
2004M05D21;7.440.300;6.184.300;11.076.800;817.200
2004M05D24;7.440.300;6.216.800;11.133.200;817.900
2004M05D25;7.440.100;6.167.700;11.134.500;815.200
2004M05D26;7.439.600;6.145.400;11.163.900;816.600
2004M05D27;7.439.100;6.115.200;11.166.500;818.700
2004M05D28;7.438.000;6.073.800;11.146.400;816.000
2004M06D01;7.437.800;6.081.100;11.171.200;817.200
2004M06D02;7.436.600;6.057.800;11.182.900;814.400
2004M06D03;7.436.300;6.082.400;11.174.000;812.900
2004M06D04;7.434.700;6.092.500;11.199.400;812.800
2004M06D07;7.433.500;6.034.200;11.090.600;813.900
2004M06D08;7.434.900;6.047.600;11.123.400;816.700
2004M06D09;7.439.300;6.119.400;11.193.700;818.200
2004M06D10;7.438.400;6.171.900;11.246.400;813.200
2004M06D11;7.433.600;6.191.600;11.274.100;811.600
2004M06D14;7.433.300;6.193.900;11.199.800;809.800
2004M06D15;7.432.700;6.167.700;11.186.200;812.400
2004M06D16;7.433.500;6.164.800;11.273.100;812.800
2004M06D17;7.434.600;6.172.400;11.332.400;812.600
2004M06D18;7.432.700;6.172.300;11.331.200;812.500
2004M06D21;7.432.600;6.136.600;11.241.900;812.700
2004M06D22;7.433.400;6.147.900;11.194.900;811.300
2004M06D23;7.433.300;6.149.800;11.176.200;811.200
2004M06D24;7.432.400;6.131.300;11.124.700;810.600
2004M06D25;7.432.000;6.122.900;11.149.100;812.300
2004M06D28;7.432.100;6.087.900;11.149.300;812.300
